user_id,recall@3,recall@5,recall@10,recall@R,ndcg@1,ndcg@3,ndcg@5,ndcg@10,ndcg@R
0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,0.46927872602275644,0.6713860725233041,0.8278123145308894,0.46927872602275644
1,0.15384615384615385,0.23076923076923078,0.5384615384615384,0.7692307692307693,0.0,0.5307212739772434,0.5296347172140421,0.6311443278613471,0.6870596460877766
2,0.375,0.5,0.875,0.75,1.0,1.0,0.8687949224876582,0.8954707052463012,0.8223538668023914
3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.2960819109658652,0.2960819109658652,0.2960819109658652,0.2960819109658652
4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4716276524567204,0.0
5,0.0,1.0,1.0,0.0,0.0,0.0,0.43067655807339306,0.43067655807339306,0.0
6,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.0,0.2960819109658652,0.36005461457723403,0.45798135787048955,0.2918104499436024
7,0.0,0.25,0.5,0.0,0.0,0.0,0.15101961822780524,0.2638647595767405,0.0
8,0.3333333333333333,0.5,0.6666666666666666,0.5,0.0,0.5307212739772434,0.5147714448836774,0.5547450991557722,0.4592846660663049
9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2622073738811406,0.0
10,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.7142857142857143,1.0,0.7653606369886217,0.830419897363192,0.7709363892380909,0.7709363892380909
11,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.18154179253735267,0.3295827480202853,0.0
12,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.42857142857142855,0.0,0.23463936301137822,0.3156484524795145,0.5159369855005635,0.35373388476247614
13,0.375,0.625,0.875,0.875,1.0,1.0,1.0,0.9156857657441143,0.9156857657441143
14,0.3,0.5,0.9,0.9,1.0,1.0,1.0,0.9363792118010483,0.9363792118010483
15,0.6,0.6,0.8,0.6,1.0,1.0,0.7227265726449519,0.8357799744028239,0.7227265726449519
16,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.46927872602275644,0.6713860725233041,0.6713860725233041,0.46927872602275644
17,0.25,0.25,0.75,0.25,0.0,0.2960819109658652,0.24630238874073,0.48927421342036576,0.24630238874073
