user_id,recall@3,recall@5,recall@10,recall@R,ndcg@1,ndcg@3,ndcg@5,ndcg@10,ndcg@R
0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.46927872602275644,0.46927872602275644,0.6257049680303419,0.46927872602275644
1,0.15384615384615385,0.23076923076923078,0.6153846153846154,0.7692307692307693,0.0,0.5307212739772434,0.5296347172140421,0.6947651160602989,0.6889496822415213
2,0.125,0.375,0.625,0.5,1.0,0.46927872602275644,0.6164336326286644,0.6259741393903246,0.5498307986729412
3,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.14126697285982898,0.0
4,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.46927872602275644,0.46927872602275644,0.617319681505689,0.46927872602275644
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.7142857142857143,1.0,1.0,0.8687949224876582,0.8824642221139221,0.7957503936198023
7,0.25,0.25,0.5,0.25,1.0,0.46927872602275644,0.3903800499921017,0.5205067333228022,0.3903800499921017
8,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.0,0.23463936301137822,0.3156484524795145,0.37708540574924465,0.2816249726597774
9,0.25,0.25,0.5,0.25,0.0,0.2960819109658652,0.24630238874073,0.3764290720714305,0.24630238874073
10,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.42857142857142855,1.0,0.7653606369886217,0.6992148198508501,0.6494328041632133,0.5666867828578932
11,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.20210734650054757,0.36926780146674987,0.0
12,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.0,0.5307212739772434,0.38356636737133565,0.5004041931001163,0.5004041931001163
13,0.25,0.375,0.5,0.5,1.0,0.7039180890341347,0.6548086577531307,0.5726647810251273,0.5726647810251273
14,0.2,0.3,0.7,0.7,1.0,0.7653606369886217,0.6843515475204855,0.7289115290270202,0.7289115290270202
15,0.0,0.2,0.4,0.2,0.0,0.0,0.13120507751234178,0.22924436334369883,0.13120507751234178
16,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2769189462922768,0.0
17,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25657228426720274,0.0
